Name,Location,Price
"House For Sale In Budhanilkantha, Kathmandu",Kathmandu,16800000
"House For Rent In Budhanilkantha, Kathmandu",Kathmandu,100000
"House For Sale In Basbari, Kathmandu",Kathmandu,63000000
"Office Space For Sale In Thamel, Kathmandu",Kathmandu,100
"House For Sale In Balaju, Kathmandu",Kathmandu,14200000
"House For Sale In Sunderbasti, Kathmandu",Kathmandu,19500000
"House For Sale In Swayambhu, Kathmandu",Kathmandu,21000000
"House For Sale In Kalikasthan, Kathmandu",Kathmandu,100000000
"House For Sale In Samakhusi, Kathmandu",Kathmandu,22500000
"House For Sale In Chabahil, Kathmandu",Kathmandu,37000000
"House For Sale In Ramkot, Kathmandu",Kathmandu,19000000
"House For Sale In Sitapaila, Kathmandu",Kathmandu,45000000
"House For Sale In Tarkeshwor, Kathmandu",Kathmandu,16500000
"House For Sale In Sukedhara, Kathmandu",Kathmandu,88000000
"House For Sale In Gongabu, Kathmandu",Kathmandu,29000000
"Land For Sale In Balkhu, Kathmandu",Kathmandu,7500000
"House For Sale In Naxal, Kathmandu",Kathmandu,55000000
"House For Sale In Kadaghari, Kathmandu",Kathmandu,36000000
"House For Sale In Pepsicola, Kathmandu",Kathmandu,24000000
"House For Sale In Kadaghari, Kathmandu",Kathmandu,12000000
"Land For Sale In Balaju, Kathmandu",Kathmandu,8500000
"House For Sale In Balaju, Kathmandu",Kathmandu,45000000
"House For Sale In Joranku, Kathmandu",Kathmandu,15000000
"Land For Sale In Tarkeshwor, Kathmandu",Kathmandu,1000000
"Office Space For Sale In Samakhusi, Kathmandu",Kathmandu,500000
"House For Sale In Sitapaila, Kathmandu",Kathmandu,20000000
"House For Sale In Thamel, Kathmandu",Kathmandu,37500000
"Land For Sale In Thamel, Kathmandu",Kathmandu,20000000
"House For Sale In Gongabu, Kathmandu",Kathmandu,31000000
"Apartment For Sale In Samakhusi, Kathmandu",Kathmandu,20500000
"House For Sale In Sano Bharyang, Kathmandu",Kathmandu,26000000
"Apartment For Rent In Naxal, Kathmandu",Kathmandu,120000
"Apartment For Rent In Panipokhari, Kathmandu",Kathmandu,100000
"Apartment For Sale In Lazimpat, Kathmandu",Kathmandu,17500000
"Land At Gausala, Battisputali : Land For Sale In Old Baneshwor, Kathmandu",Kathmandu,5500000
"Apartment For Rent In Durbar Marg, Kathmandu",Kathmandu,110000
"House At New Colony : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,28500000
"Apartment For Rent In Lazimpat, Kathmandu",Kathmandu,50000
"Apartment For Rent In Lazimpat, Kathmandu",Kathmandu,40000
"Business For Sale In Naxal, Kathmandu",Kathmandu,3000000
"Land For Sale In Banasthali, Kathmandu",Kathmandu,3500000
"House For Sale In Sunderbasti, Kathmandu",Kathmandu,27500000
"Land For Sale In Sitapaila, Kathmandu",Kathmandu,2600000
"Apartment For Rent In Bishal Nagar, Kathmandu",Kathmandu,120000
"Apartment For Rent In Swayambhu, Kathmandu",Kathmandu,150000
"Apartment For Sale In Kamalpokhari, Kathmandu",Kathmandu,55000000
"Best For Commercial Use : House For Sale In Kamalpokhari, Kathmandu",Kathmandu,30000000
"Newly Built : House For Rent In Baneshwor, Kathmandu",Kathmandu,125000
"House For Sale In Maligaon, Kathmandu",Kathmandu,65000000
"House For Sale In Bhatbhateni, Kathmandu",Kathmandu,235000000
"Land For Sale In Kalanki, Kathmandu",Kathmandu,4500000
"House For Sale In Maharajgunj, Kathmandu",Kathmandu,47500000
"House For Sale In Chabahil, Kathmandu",Kathmandu,35000000
"Land For Sale In Satungal, Kathmandu",Kathmandu,2500000
"Land For Rent In Dhapasi, Kathmandu",Kathmandu,60000
"House For Sale In Syuchatar, Kathmandu",Kathmandu,20000000
"Apartment For Sale In Tripureshwor, Kathmandu",Kathmandu,25000000
"House For Sale In Balkhu, Kathmandu",Kathmandu,49500000
"House For Sale In Kirtipur, Kirtipur",Kathmandu,18000000
"House For Sale In Baneshwor, Kathmandu",Kathmandu,6000000
"House For Sale In Hattisar, Kathmandu",Kathmandu,43500000
"House For Sale In Ravi Bhawan, Kathmandu",Kathmandu,60000000
"Land For Sale In Sankhamul, Kathmandu",Kathmandu,4200000
"House For Sale In Swayambhu, Kathmandu",Kathmandu,13000000
"Land For Sale In Kalanki, Kathmandu",Kathmandu,2700000
"Land For Sale In Kirtipur, Kirtipur",Kathmandu,2100000
"House For Sale In Kalanki, Kathmandu",Kathmandu,38000000
"Land For Sale In Tahachal, Kathmandu",Kathmandu,3700000
"House For Sale In Thulo Bharyang, Kathmandu",Kathmandu,70000000
"House For Sale In Kalanki, Kathmandu",Kathmandu,41500000
"Land For Sale In Hattigauda, Kathmandu",Kathmandu,5500000
"House For Sale In Thapathali, Kathmandu",Kathmandu,40100000
"Land For Sale In Hattigauda, Kathmandu",Kathmandu,1800000
"Office Space For Rent In Chabahil, Kathmandu",Kathmandu,975000
"House For Sale In Thamel, Kathmandu",Kathmandu,65000000
"Land For Sale In Durbar Marg, Kathmandu",Kathmandu,13000000
"Land For Sale In Tripureshwor, Kathmandu",Kathmandu,13500000
"Land For Sale In Durbar Marg, Kathmandu",Kathmandu,13000000
"House For Rent In Mandikatar, Kathmandu",Kathmandu,150000
"Land For Sale In Hattigauda, Kathmandu",Kathmandu,2500000
"MULPANI : House For Sale In Mulpani, Kathmandu",Kathmandu,16500000
"Land For Sale In Basbari, Kathmandu",Kathmandu,2700000
"Land For Sale In Baluwatar, Kathmandu",Kathmandu,4800000
"Land For Sale In Chapali, Kathmandu",Kathmandu,1850000
"Apartment For Rent In Bishal Nagar, Kathmandu",Kathmandu,95000
"Land For Sale In Thankot, Kathmandu",Kathmandu,1750000
"House For Sale In Dhumbarahi, Kathmandu",Kathmandu,55000000
"Land For Sale In Chundevi, Kathmandu",Kathmandu,6000000
"Office Space For Rent In Nag Pokhari, Kathmandu",Kathmandu,270000
"Land For Sale In Bhangal, Kathmandu",Kathmandu,1600000
"Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,2100000
"Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,2600000
"Land For Sale In Dakshinkali, Kathmandu",Kathmandu,3200000
"Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,2500000
"House For Sale In Dhapasi, Kathmandu",Kathmandu,26000000
"Land For Sale In Putalisadak, Kathmandu",Kathmandu,5100000
"House For Rent In Naxal, Kathmandu",Kathmandu,400000
"Office Space For Rent In Hadigaun, Kathmandu",Kathmandu,160000
"House For Rent In Grande Villa, Kathmandu",Kathmandu,45000
"House For Rent In Naxal, Kathmandu",Kathmandu,250000
"House For Rent In Baluwatar, Kathmandu",Kathmandu,525000
"House For Rent In Hattigauda, Kathmandu",Kathmandu,55000
"House For Rent In Lazimpat, Kathmandu",Kathmandu,350000
"House For Sale In Hattigauda, Kathmandu",Kathmandu,55000000
"Land For Rent In Chabahil, Kathmandu",Kathmandu,350000
"Land For Sale In Ravi Bhawan, Kathmandu",Kathmandu,5500000
"Land For Sale In Chandol, Kathmandu",Kathmandu,4500000
"CIVIL HOMES PHASE III : House For Rent In Kalanki, Kathmandu",Kathmandu,100000
"Business For Sale In Thamel, Kathmandu",Kathmandu,240000000
"COMMERCIAL BUILDING : House For Sale In Pepsicola, Kathmandu",Kathmandu,110000000
"Land For Sale In Lazimpat, Kathmandu",Kathmandu,15000000
"54 Aana Commercial Land : Land For Sale In Maharajgunj, Kathmandu",Kathmandu,5800000
"Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,1500000
"Residential, Good For Investment : Land For Sale In Mulpani, Kathmandu",Kathmandu,1600000
"Land For Sale In Mulpani, Kathmandu",Kathmandu,875000
"Land For Sale In Gothatar, Kathmandu",Kathmandu,2000000
"Land For Sale In Gothatar, Kathmandu",Kathmandu,2200000
"Land For Sale In Pepsicola, Kathmandu",Kathmandu,4500000
"Luxurious Bungalow : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,110000000
"Bungalow At Mandikatar : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,62500000
"13 Aana : Land For Sale In Baneshwor, Kathmandu",Kathmandu,5200000
"2.5 Storey House : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,36500000
"House For Sale In Budhanilkantha, Kathmandu",Kathmandu,26000000
"House For Sale In Budhanilkantha, Kathmandu",Kathmandu,11000000
"House For Sale In Manamaiju, Kathmandu",Kathmandu,19000000
"House For Sale In Budhanilkantha, Kathmandu",Kathmandu,25000000
"House For Sale In Baniyatar, Kathmandu",Kathmandu,20000000
"Land For Sale In Thamel, Kathmandu",Kathmandu,15000000
"House For Sale In Pasikot, Kathmandu",Kathmandu,29000000
"Land For Sale In Chapali, Kathmandu",Kathmandu,2200000
"Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,1850000
"Land At Baneshwor : Land For Sale In Baneshwor, Kathmandu",Kathmandu,6000000
"Land For Sale In Koteshwor, Kathmandu",Kathmandu,4500000
"Land For Sale In Kavresthali, Kathmandu",Kathmandu,700000
"House For Sale In Sitapaila, Kathmandu",Kathmandu,18000000
"House For Sale In Dhapasi, Kathmandu",Kathmandu,35000000
"House For Sale In Baluwatar, Kathmandu",Kathmandu,35000000
"Business For Sale In Baneshwor, Kathmandu",Kathmandu,45000000
"House For Sale In Sitapaila, Kathmandu",Kathmandu,29500000
"Apartment At LP Tower : Apartment For Rent In Lazimpat, Kathmandu",Kathmandu,200000
"Business For Sale In Jamal, Kathmandu",Kathmandu,170000000
"Land For Sale In Chabahil, Kathmandu",Kathmandu,3600000
"House For Sale In Sitapaila, Kathmandu",Kathmandu,11700000
"Land For Sale In Pepsicola, Kathmandu",Kathmandu,4000000
"Land For Sale In Pepsicola, Kathmandu",Kathmandu,4000000
"Sun City : Apartment For Sale In Pepsicola, Kathmandu",Kathmandu,11000000
"Land For Sale In Gothatar, Kathmandu",Kathmandu,2500000
"House For Sale In Maitidevi, Kathmandu",Kathmandu,32500000
"House For Sale In Budhanilkantha, Kathmandu",Kathmandu,105000000
"Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,2700000
"House For Rent In Chapali, Kathmandu",Kathmandu,500000
"House For Sale In Sitapaila, Kathmandu",Kathmandu,12000000
"House For Sale In Budhanilkantha, Kathmandu",Kathmandu,27000000
"House For Rent In Baneshwor, Kathmandu",Kathmandu,300000
"House For Sale In Baluwatar, Kathmandu",Kathmandu,72500000
